folder,gpu,status,return_code,started_at,ended_at,elapsed_seconds,Ec,Pr,rp,alpha,beta,gamma
MFM_t_8_mxi_1040,0,simulation_ok,0,2026-08-18T16:07:44.096397+08:00,2026-08-18T16:08:59.097895+08:00,75.001,1.686182436725e+08,7.138788195415e-02,1.559485234368e+00,-5.015104014922e+09,3.920049486117e+11,1.161792783988e+14
MFM_t_8_mxi_1041,0,simulation_ok,0,2026-08-18T16:08:59.135419+08:00,2026-08-18T16:09:44.136569+08:00,45.001,2.331565029771e+08,2.317309691783e-02,1.642689443753e+00,-2.392797927956e+10,3.284436045334e+13,2.181574382958e+16
MFM_t_8_mxi_1042,0,simulation_ok,0,2026-08-18T16:09:44.168209+08:00,2026-08-18T16:11:29.169416+08:00,105.001,1.252630565261e+08,8.227641079566e-02,1.546405639914e+00,-3.161434434148e+09,1.543727467646e+11,4.618500448165e+13
MFM_t_8_mxi_1043,0,simulation_ok,0,2026-08-18T16:11:29.202487+08:00,2026-08-18T16:13:14.203727+08:00,105.001,3.780765482059e+08,1.495776960708e-01,1.527070418907e+00,-5.063049196731e+09,4.965831565157e+10,7.894992496983e+12
MFM_t_8_mxi_1044,0,simulation_ok,0,2026-08-18T16:13:14.232678+08:00,2026-08-18T16:14:14.233569+08:00,60.001,1.606546559863e+08,2.175788329910e-02,1.677687570820e+00,-1.823276258660e+10,3.267937945901e+13,1.232489019641e+16
MFM_t_8_mxi_1045,0,simulation_ok,0,2026-08-18T16:14:14.265175+08:00,2026-08-18T16:16:14.266796+08:00,120.002,3.664833147836e+08,1.480267536837e-01,1.665804822607e+00,-6.038936593626e+09,2.238233850218e+11,2.362966825321e+12
MFM_t_8_mxi_1046,0,simulation_ok,0,2026-08-18T16:16:14.292136+08:00,2026-08-18T16:17:29.293115+08:00,75.001,5.264874827341e+08,3.386722678620e-02,1.556276054794e+00,-3.283214151493e+10,1.094034639970e+13,1.541800889954e+16
MFM_t_8_mxi_1047,0,simulation_ok,0,2026-08-18T16:17:29.325355+08:00,2026-08-18T16:18:29.326414+08:00,60.001,3.022456383090e+08,4.813804396137e-02,1.516740076735e+00,-1.231546229276e+10,8.169764337981e+11,1.940930901024e+15
MFM_t_8_mxi_1048,0,simulation_ok,0,2026-08-18T16:18:29.358207+08:00,2026-08-18T16:19:59.359338+08:00,90.001,4.707732920798e+08,1.223476415506e-01,1.700463234576e+00,-9.715511030355e+09,5.936696019697e+11,3.699315703455e+12
MFM_t_8_mxi_1049,0,simulation_ok,0,2026-08-18T16:19:59.386415+08:00,2026-08-18T16:21:14.387601+08:00,75.001,3.762041106564e+08,7.572980757067e-02,1.710178297756e+00,-1.265718507540e+10,2.078237585045e+12,2.245298580541e+13
MFM_t_8_mxi_1050,0,simulation_ok,0,2026-08-18T16:21:14.415467+08:00,2026-08-18T16:22:29.416825+08:00,75.001,3.924094135522e+08,6.009216447769e-02,1.699405824900e+00,-1.647162474610e+10,4.158671653728e+12,1.115336213296e+14
MFM_t_8_mxi_1051,0,simulation_ok,0,2026-08-18T16:22:29.449469+08:00,2026-08-18T16:24:44.450929+08:00,135.001,1.141269950634e+08,1.086366438375e-01,1.543407675372e+00,-2.169878166242e+09,5.777339867354e+10,1.068340198344e+13
MFM_t_8_mxi_1052,0,simulation_ok,0,2026-08-18T16:24:44.480571+08:00,2026-08-18T16:26:29.481703+08:00,105.001,5.155463219862e+08,4.384589127607e-02,1.678630353895e+00,-2.906221495379e+10,1.286977110724e+13,1.169028515504e+15
MFM_t_8_mxi_1053,0,simulation_ok,0,2026-08-18T16:26:29.507997+08:00,2026-08-18T16:27:44.509035+08:00,75.001,3.985834296772e+08,9.387022683715e-02,1.658663026462e+00,-1.027855496411e+10,9.210301341356e+11,2.785495486845e+13
MFM_t_8_mxi_1054,0,simulation_ok,0,2026-08-18T16:27:44.538555+08:00,2026-08-18T16:29:29.539751+08:00,105.001,4.294501119974e+08,1.350713334587e-01,1.590033175436e+00,-7.072463105159e+09,2.087527603572e+11,9.805891316565e+12
MFM_t_8_mxi_1055,0,simulation_ok,0,2026-08-18T16:29:29.567458+08:00,2026-08-18T16:31:14.568956+08:00,105.001,3.434948936922e+08,2.043686144021e-02,1.681637895867e+00,-4.166859150876e+10,8.582854712740e+13,3.336873088784e+16
MFM_t_8_mxi_1056,0,simulation_ok,0,2026-08-18T16:31:14.601506+08:00,2026-08-18T16:33:14.603245+08:00,120.002,1.676192228099e+08,1.076789517624e-01,1.573961713787e+00,-3.381823364463e+09,1.363908165185e+11,1.339204632420e+13
MFM_t_8_mxi_1057,0,simulation_ok,0,2026-08-18T16:33:14.636538+08:00,2026-08-18T16:35:29.637680+08:00,135.001,1.129572105256e+08,9.918169620768e-02,1.632628417467e+00,-2.676958353747e+09,1.911513912768e+11,8.232171466802e+12
MFM_t_8_mxi_1058,0,simulation_ok,0,2026-08-18T16:35:29.663939+08:00,2026-08-18T16:36:59.665136+08:00,90.001,2.645586301360e+08,2.182712921526e-02,1.620680992942e+00,-2.807942205606e+10,3.886592599246e+13,4.213059907752e+16
MFM_t_8_mxi_1059,0,simulation_ok,0,2026-08-18T16:36:59.698534+08:00,2026-08-18T16:37:59.699692+08:00,60.001,2.633209855979e+08,5.267582159253e-02,1.670477988425e+00,-1.225296712687e+10,3.650175487371e+12,2.759602095591e+14
MFM_t_8_mxi_1060,0,simulation_ok,0,2026-08-18T16:37:59.731955+08:00,2026-08-18T16:39:14.733071+08:00,75.001,5.025192371281e+08,3.545015800829e-02,1.534791254739e+00,-2.881960106252e+10,6.089181910600e+12,1.340267815158e+16
MFM_t_8_mxi_1061,0,simulation_ok,0,2026-08-18T16:39:14.765428+08:00,2026-08-18T16:41:44.767147+08:00,150.002,1.931064302184e+08,1.325699423040e-01,1.677495935267e+00,-3.596194260540e+09,1.735052960634e+11,1.770548998592e+12
MFM_t_8_mxi_1062,0,simulation_ok,0,2026-08-18T16:41:44.800522+08:00,2026-08-18T16:42:29.801757+08:00,45.001,3.502027822800e+08,4.386214707017e-02,1.603966100882e+00,-1.810332690375e+10,5.604139977886e+12,1.978089018055e+15
MFM_t_8_mxi_1063,0,simulation_ok,0,2026-08-18T16:42:29.829548+08:00,2026-08-18T16:43:29.830904+08:00,60.001,2.581279359362e+08,6.559496949511e-02,1.621325203284e+00,-9.123772285051e+09,1.403351397198e+12,1.666685183812e+14
MFM_t_8_mxi_1064,0,simulation_ok,0,2026-08-18T16:43:29.856102+08:00,2026-08-18T16:44:29.857404+08:00,60.001,5.117270350469e+08,8.267995594288e-02,1.609650928520e+00,-1.413886575202e+10,1.277828796427e+12,1.156344025842e+14
MFM_t_8_mxi_1065,0,simulation_ok,0,2026-08-18T16:44:29.885421+08:00,2026-08-18T16:45:59.886932+08:00,90.002,3.633817810690e+08,2.813227141413e-02,1.496251673402e+00,-2.419672689546e+10,2.153122333994e+11,3.835907490839e+16
MFM_t_8_mxi_1066,0,simulation_ok,0,2026-08-18T16:45:59.920422+08:00,2026-08-18T16:49:29.922708+08:00,210.002,3.371895681527e+08,2.082006231820e-02,1.708182415265e+00,-4.118829832101e+10,8.895380847672e+13,1.399169052535e+16
MFM_t_8_mxi_1067,0,simulation_ok,0,2026-08-18T16:49:29.948939+08:00,2026-08-18T16:50:59.949980+08:00,90.001,5.313477419912e+08,1.224320802696e-01,1.691139917923e+00,-1.086060685616e+10,6.434784260622e+11,5.407990424835e+12
MFM_t_8_mxi_1068,0,simulation_ok,0,2026-08-18T16:50:59.982321+08:00,2026-08-18T16:53:29.983982+08:00,150.002,2.947459946609e+08,1.498845677369e-01,1.709633383708e+00,-5.007878984708e+09,2.095761588013e+11,5.937667051541e+11
MFM_t_8_mxi_1069,0,simulation_ok,0,2026-08-18T16:53:30.014766+08:00,2026-08-18T16:55:00.015917+08:00,90.001,5.131190025784e+08,1.125034951897e-01,1.639822733147e+00,-1.081099357943e+10,6.212646311647e+11,1.839958801840e+13
MFM_t_8_mxi_1070,0,simulation_ok,0,2026-08-18T16:55:00.055964+08:00,2026-08-18T16:57:15.057200+08:00,135.001,3.480997139520e+08,4.155297068777e-02,1.515891473176e+00,-1.640231483793e+10,1.406873515445e+12,4.686899316509e+15
MFM_t_8_mxi_1071,0,simulation_ok,0,2026-08-18T16:57:15.090165+08:00,2026-08-18T16:58:30.091138+08:00,75.001,4.143610354874e+08,8.508609013718e-02,1.580510035162e+00,-1.068450125653e+10,7.338012534448e+11,1.024955846940e+14
MFM_t_8_mxi_1072,0,simulation_ok,0,2026-08-18T16:58:30.123437+08:00,2026-08-18T16:59:30.124717+08:00,60.001,2.358426898502e+08,4.133987526473e-02,1.595031450735e+00,-1.277949937383e+10,4.183161515170e+12,1.927849991697e+15
MFM_t_8_mxi_1073,0,simulation_ok,0,2026-08-18T16:59:30.156328+08:00,2026-08-18T17:01:00.157907+08:00,90.002,4.800416474529e+08,1.116155749764e-01,1.712184611597e+00,-1.097824515355e+10,8.346366538177e+11,3.739054047709e+12
MFM_t_8_mxi_1074,0,simulation_ok,0,2026-08-18T17:01:00.201893+08:00,2026-08-18T17:02:00.202891+08:00,60.001,5.279467855332e+08,7.830031823366e-02,1.508180599520e+00,-1.298333751340e+10,2.018541291001e+11,3.124840302316e+14
MFM_t_8_mxi_1075,0,simulation_ok,0,2026-08-18T17:02:00.236495+08:00,2026-08-18T17:02:45.237432+08:00,45.001,3.448934923972e+08,2.729838576809e-02,1.542420261306e+00,-2.604959493522e+10,1.079399367074e+13,3.242401137020e+16
MFM_t_8_mxi_1076,0,simulation_ok,0,2026-08-18T17:02:45.263415+08:00,2026-08-18T17:04:00.264472+08:00,75.001,3.590349676954e+08,7.024558216687e-02,1.590805998754e+00,-1.138186250048e+10,1.249651648350e+12,2.142014039131e+14
MFM_t_8_mxi_1077,0,simulation_ok,0,2026-08-18T17:04:00.297157+08:00,2026-08-18T17:05:30.298546+08:00,90.001,4.242658168582e+08,5.231629135746e-02,1.664988198121e+00,-1.976394324434e+10,5.845998535960e+12,5.023907341056e+14
MFM_t_8_mxi_1078,0,simulation_ok,0,2026-08-18T17:05:30.331481+08:00,2026-08-18T17:06:00.332341+08:00,30.001,2.210808766252e+08,2.430417076527e-02,1.533754884308e+00,-1.845756497796e+10,8.108045559467e+12,3.917311806300e+16
MFM_t_8_mxi_1079,0,simulation_ok,0,2026-08-18T17:06:00.357961+08:00,2026-08-18T17:07:30.359399+08:00,90.001,1.454736513107e+08,5.164696728745e-02,1.687895103231e+00,-7.026422844045e+09,2.314665296243e+12,1.197828031082e+14
MFM_t_8_mxi_1080,0,simulation_ok,0,2026-08-18T17:07:30.391743+08:00,2026-08-18T17:09:00.393112+08:00,90.001,4.880833634029e+08,1.164132268404e-01,1.612242814249e+00,-9.609997232702e+09,4.451661391948e+11,1.947692250619e+13
MFM_t_8_mxi_1081,0,simulation_ok,0,2026-08-18T17:09:00.425145+08:00,2026-08-18T17:12:00.426800+08:00,180.002,1.444814796714e+08,9.383610844974e-02,1.682830698603e+00,-3.821748994388e+09,3.749334576472e+11,6.711814909219e+12
MFM_t_8_mxi_1082,0,simulation_ok,0,2026-08-18T17:12:00.460536+08:00,2026-08-18T17:13:15.461913+08:00,75.001,4.456027427359e+08,8.015361948094e-02,1.689594767032e+00,-1.389126490986e+10,1.910619430796e+12,3.915866168346e+13
MFM_t_8_mxi_1083,0,simulation_ok,0,2026-08-18T17:13:15.490277+08:00,2026-08-18T17:14:45.491578+08:00,90.001,5.322277837717e+08,1.440479359569e-01,1.588587332892e+00,-8.201995770101e+09,2.104314673348e+11,8.908472737751e+12
MFM_t_8_mxi_1084,0,simulation_ok,0,2026-08-18T17:14:45.517029+08:00,2026-08-18T17:17:15.518412+08:00,150.001,2.089547761313e+08,9.048215733301e-02,1.578312273109e+00,-5.050136426263e+09,3.006475433810e+11,3.862199983025e+13
MFM_t_8_mxi_1085,0,simulation_ok,0,2026-08-18T17:17:30.576479+08:00,2026-08-18T17:19:30.577932+08:00,120.001,9.312256659003e+07,7.140076599229e-02,1.592308421222e+00,-2.910484432291e+09,3.128996168407e+11,5.060733796913e+13
MFM_t_8_mxi_1086,0,simulation_ok,0,2026-08-18T17:19:30.610481+08:00,2026-08-18T17:21:30.611759+08:00,120.001,2.490226088205e+08,1.178491942480e-01,1.685980576376e+00,-5.261248102192e+09,3.307540017572e+11,3.461031840157e+12
MFM_t_8_mxi_1087,0,simulation_ok,0,2026-08-18T17:21:30.655640+08:00,2026-08-18T17:22:30.656608+08:00,60.001,5.306076301451e+08,6.712072772381e-02,1.715017576625e+00,-2.023090691544e+10,4.287768096277e+12,4.501645553472e+13
MFM_t_8_mxi_1088,0,simulation_ok,0,2026-08-18T17:22:30.689478+08:00,2026-08-18T17:23:30.690358+08:00,60.001,5.315420896249e+08,8.394275847050e-02,1.552219348129e+00,-1.328219391978e+10,6.811253442021e+11,1.708449927939e+14
MFM_t_8_mxi_1089,0,simulation_ok,0,2026-08-18T17:23:30.715125+08:00,2026-08-18T17:25:15.716384+08:00,105.001,1.859149214849e+08,9.138810082604e-02,1.669099573566e+00,-4.979315038328e+09,4.902856125579e+11,1.268137211271e+13
MFM_t_8_mxi_1090,0,simulation_ok,0,2026-08-18T17:25:15.749444+08:00,2026-08-18T17:26:15.750544+08:00,60.001,3.949295245090e+08,7.546557858243e-02,1.548332712352e+00,-1.090370409111e+10,6.526473297300e+11,2.215860975938e+14
MFM_t_8_mxi_1091,0,simulation_ok,0,2026-08-18T17:26:15.775050+08:00,2026-08-18T17:28:00.776226+08:00,105.001,5.153602874858e+08,1.351642572369e-01,1.683609407442e+00,-9.471214759736e+09,4.490235624155e+11,3.798525427933e+12
MFM_t_8_mxi_1092,0,simulation_ok,0,2026-08-18T17:28:00.808090+08:00,2026-08-18T17:29:15.809346+08:00,75.001,3.906979614023e+08,8.978245789669e-02,1.608444402234e+00,-9.925292804156e+09,7.549535428735e+11,5.909229078506e+13
MFM_t_8_mxi_1093,0,simulation_ok,0,2026-08-18T17:29:15.841440+08:00,2026-08-18T17:30:15.842484+08:00,60.001,3.748259614416e+08,5.498610995455e-02,1.628326129195e+00,-1.594051229824e+10,3.622994016773e+12,5.454852263601e+14
MFM_t_8_mxi_1094,0,simulation_ok,0,2026-08-18T17:30:15.875503+08:00,2026-08-18T17:31:45.877001+08:00,90.001,3.753014673047e+08,1.018374016900e-01,1.716303730852e+00,-9.442280912914e+09,8.725087905933e+11,3.659697730006e+12
MFM_t_8_mxi_1095,0,simulation_ok,0,2026-08-18T17:31:45.909111+08:00,2026-08-18T17:33:00.910108+08:00,75.001,4.105593368497e+08,9.708031774655e-02,1.564378072763e+00,-9.050906145720e+09,4.056444540777e+11,5.885730554187e+13
MFM_t_8_mxi_1096,0,simulation_ok,0,2026-08-18T17:33:00.942508+08:00,2026-08-18T17:33:45.943591+08:00,45.001,2.987316589826e+08,3.252317028920e-02,1.615487509622e+00,-2.114071673362e+10,1.279297103797e+13,6.800619978026e+15
MFM_t_8_mxi_1097,0,simulation_ok,0,2026-08-18T17:33:45.975517+08:00,2026-08-18T17:35:00.976650+08:00,75.001,3.306124273506e+08,7.613601217792e-02,1.724756179375e+00,-1.121013777104e+10,1.896919746596e+12,6.376997451537e+12
MFM_t_8_mxi_1098,0,simulation_ok,0,2026-08-18T17:35:01.009583+08:00,2026-08-18T17:36:31.010876+08:00,90.001,4.361248103132e+08,3.292443865754e-02,1.544868276443e+00,-2.743137089098e+10,8.153828183551e+12,1.582207900299e+16
MFM_t_8_mxi_1099,0,simulation_ok,0,2026-08-18T17:36:31.036184+08:00,2026-08-18T17:37:16.037440+08:00,45.001,4.947840240001e+08,4.583261553190e-02,1.502869679818e+00,-2.053971192572e+10,5.580468114040e+11,4.389086734759e+15
MFM_t_8_mxi_1100,0,simulation_ok,0,2026-08-18T17:37:16.069118+08:00,2026-08-18T17:40:16.070784+08:00,180.002,1.589252590853e+08,1.453148426207e-01,1.513116677593e+00,-2.128732757693e+09,1.305115499123e+10,4.155929421397e+12
MFM_t_8_mxi_1101,0,simulation_timeout,1,2026-08-18T17:40:16.105551+08:00,2026-08-18T17:43:46.470894+08:00,210.365,7.521437435423e+07,1.473748326181e-01,1.609918351914e+00,-1.166285389684e+09,3.323090438483e+10,9.423446412731e+11
MFM_t_8_mxi_1102,0,simulation_ok,0,2026-08-18T17:44:01.529487+08:00,2026-08-18T17:45:16.530927+08:00,75.001,1.671872329124e+08,6.122023736319e-02,1.616209694601e+00,-6.291247249115e+09,1.079005301093e+12,1.599802653340e+14
MFM_t_8_mxi_1103,0,simulation_ok,0,2026-08-18T17:45:16.563308+08:00,2026-08-18T17:47:01.564521+08:00,105.001,3.951153031454e+08,1.389750608379e-01,1.651304403350e+00,-6.827087705009e+09,2.706827751402e+11,4.286755937791e+12
MFM_t_8_mxi_1104,0,simulation_ok,0,2026-08-18T17:47:01.605059+08:00,2026-08-18T17:50:01.607139+08:00,180.002,1.601533273846e+08,1.381429275983e-01,1.652807463812e+00,-2.788537248107e+09,1.126148468961e+11,1.755883173952e+12
MFM_t_8_mxi_1105,0,simulation_ok,0,2026-08-18T17:50:01.636478+08:00,2026-08-18T17:50:46.637215+08:00,45.001,2.556684896513e+08,3.542194677729e-02,1.617889808903e+00,-1.666300271878e+10,8.620114491972e+12,3.714153552059e+15
MFM_t_8_mxi_1106,0,simulation_ok,0,2026-08-18T17:50:46.669436+08:00,2026-08-18T17:52:01.670771+08:00,75.001,3.172819505803e+08,8.584129171549e-02,1.691787100766e+00,-9.255339918171e+09,1.117846255144e+12,1.875267871799e+13
MFM_t_8_mxi_1107,0,simulation_ok,0,2026-08-18T17:52:01.695768+08:00,2026-08-18T17:53:16.696838+08:00,75.001,1.408904955897e+08,3.578046756556e-02,1.707028076258e+00,-1.000353333443e+10,7.290141350961e+12,4.090185215504e+14
MFM_t_8_mxi_1108,0,simulation_ok,0,2026-08-18T17:53:16.736897+08:00,2026-08-18T17:54:31.738122+08:00,75.001,3.068232695557e+08,7.393845675083e-02,1.566325424994e+00,-8.908683455411e+09,7.036120982562e+11,1.693752805045e+14
MFM_t_8_mxi_1109,0,simulation_ok,0,2026-08-18T17:54:31.781792+08:00,2026-08-18T17:55:46.783179+08:00,75.001,2.730489909058e+08,6.952004430037e-02,1.683457786158e+00,-9.754873729303e+09,1.747287117189e+12,5.609031665598e+13
MFM_t_8_mxi_1110,0,simulation_ok,0,2026-08-18T17:55:46.809372+08:00,2026-08-18T17:57:46.810507+08:00,120.001,4.078159947351e+08,1.307688721306e-01,1.675999343005e+00,-7.687603990370e+09,3.791631354153e+11,4.116328050794e+12
MFM_t_8_mxi_1111,0,simulation_ok,0,2026-08-18T17:57:46.843215+08:00,2026-08-18T18:00:31.844886+08:00,165.002,2.225394600478e+08,1.389253304177e-01,1.631456721168e+00,-3.759933260103e+09,1.360372804907e+11,3.045319340360e+12
MFM_t_8_mxi_1112,0,simulation_ok,0,2026-08-18T18:00:31.878475+08:00,2026-08-18T18:02:01.880032+08:00,90.002,4.663352993043e+08,1.219583818729e-01,1.632884250652e+00,-8.990368329076e+09,4.251166509550e+11,1.205637755848e+13
MFM_t_8_mxi_1113,0,simulation_ok,0,2026-08-18T18:02:01.912219+08:00,2026-08-18T18:04:31.913575+08:00,150.001,3.540011297657e+08,1.394758296910e-01,1.686519659268e+00,-6.322854286339e+09,2.842950436449e+11,2.093649906028e+12
MFM_t_8_mxi_1114,0,simulation_ok,0,2026-08-18T18:04:31.946561+08:00,2026-08-18T18:05:01.947432+08:00,30.001,2.840195315822e+08,2.883181802736e-02,1.544777301387e+00,-2.039675360491e+10,7.894041030795e+12,2.002072941437e+16
MFM_t_8_mxi_1115,0,simulation_ok,0,2026-08-18T18:05:01.971701+08:00,2026-08-18T18:06:31.973385+08:00,90.002,4.418975381308e+08,1.148020881292e-01,1.525155267707e+00,-7.681102701304e+09,1.210024376721e+11,3.503948238387e+13
MFM_t_8_mxi_1116,0,simulation_ok,0,2026-08-18T18:06:32.006498+08:00,2026-08-18T18:08:32.008013+08:00,120.002,1.033911558824e+08,7.419401337612e-02,1.716501708806e+00,-3.571051681759e+09,6.220250922638e+11,4.849733961727e+12
MFM_t_8_mxi_1117,0,simulation_ok,0,2026-08-18T18:08:32.034079+08:00,2026-08-18T18:10:02.035393+08:00,90.001,5.180773453104e+08,1.274904278713e-01,1.558487250820e+00,-8.613962459702e+09,2.084660776248e+11,1.977995960846e+13
MFM_t_8_mxi_1118,0,simulation_ok,0,2026-08-18T18:10:02.068423+08:00,2026-08-18T18:11:32.069521+08:00,90.001,1.004948024036e+08,4.558175498657e-02,1.730749671671e+00,-5.721557211952e+09,2.744475396729e+12,4.487234568409e+12
MFM_t_8_mxi_1119,0,simulation_ok,0,2026-08-18T18:11:32.102497+08:00,2026-08-18T18:13:17.103803+08:00,105.001,6.306915958899e+07,4.394816560318e-02,1.702402152545e+00,-3.630104163397e+09,1.729349781515e+12,7.772934906224e+13
MFM_t_8_mxi_1120,0,simulation_ok,0,2026-08-18T18:13:17.136442+08:00,2026-08-18T18:14:17.137383+08:00,60.001,5.077267924387e+08,8.099229003977e-02,1.523391939849e+00,-1.246534478817e+10,3.735875339700e+11,2.327359025786e+14
MFM_t_8_mxi_1121,0,simulation_ok,0,2026-08-18T18:14:17.176681+08:00,2026-08-18T18:16:02.178175+08:00,105.001,1.184939905242e+08,7.826138616279e-02,1.636388309753e+00,-3.574622111614e+09,4.176056545708e+11,2.710614577641e+13
MFM_t_8_mxi_1122,0,simulation_ok,0,2026-08-18T18:16:02.204776+08:00,2026-08-18T18:16:47.205827+08:00,45.001,1.112427842195e+08,3.389656917103e-02,1.530032835372e+00,-6.611906287130e+09,1.366206790025e+12,3.819391064800e+15
MFM_t_8_mxi_1123,0,simulation_timeout,1,2026-08-18T18:16:47.234499+08:00,2026-08-18T18:20:17.599921+08:00,210.365,1.503527012991e+08,1.363503700468e-01,1.680566146842e+00,-2.730808547109e+09,1.258978318485e+11,1.128884076078e+12
MFM_t_8_mxi_1124,0,simulation_ok,0,2026-08-18T18:20:32.658503+08:00,2026-08-18T18:22:02.659653+08:00,90.001,5.230126804269e+08,1.127276745974e-01,1.730832624837e+00,-1.204133555315e+10,9.445716894710e+11,2.363355961532e+11
MFM_t_8_mxi_1125,0,simulation_ok,0,2026-08-18T18:22:02.692481+08:00,2026-08-18T18:23:17.693880+08:00,75.001,2.221323297763e+08,5.580119574495e-02,1.585988293313e+00,-8.803972536264e+09,1.473672632627e+12,4.347638425718e+14
MFM_t_8_mxi_1126,0,simulation_ok,0,2026-08-18T18:23:17.726499+08:00,2026-08-18T18:25:17.727787+08:00,120.001,2.743261332471e+08,1.220111463195e-01,1.550005614035e+00,-4.698204950266e+09,1.103798542604e+11,1.378525317262e+13
MFM_t_8_mxi_1127,0,simulation_ok,0,2026-08-18T18:25:17.761495+08:00,2026-08-18T18:26:02.762463+08:00,45.001,3.711310605424e+08,5.057172356780e-02,1.675691801229e+00,-1.808483632306e+10,5.957501538734e+12,4.355017371633e+14
MFM_t_8_mxi_1128,0,simulation_ok,0,2026-08-18T18:26:02.787136+08:00,2026-08-18T18:27:32.788446+08:00,90.001,3.353552270695e+08,1.146170815185e-01,1.578209279926e+00,-6.397386218253e+09,2.371219270338e+11,1.901868871824e+13
MFM_t_8_mxi_1129,0,simulation_ok,0,2026-08-18T18:27:32.814923+08:00,2026-08-18T18:29:47.816202+08:00,135.001,1.132945901460e+08,9.452798036366e-02,1.649201370742e+00,-2.871326275121e+09,2.438479321859e+11,8.672095293737e+12
MFM_t_8_mxi_1130,0,simulation_ok,0,2026-08-18T18:29:47.849386+08:00,2026-08-18T18:31:17.850843+08:00,90.001,3.764537599697e+08,1.205138167697e-01,1.574397374187e+00,-6.790807414988e+09,2.195824163730e+11,1.707490580267e+13
MFM_t_7_mxi_1,0,simulation_timeout,1,2026-08-19T00:35:55.215409+08:00,2026-08-19T00:39:25.530850+08:00,210.315,3.124999999999e+08,4.600000000000e-01,1.613700000000e+00,-1.560037416668e+09,4.669231667990e+09,1.277573684078e+10
MFM_t_7_mxi_2,0,simulation_ok,0,2026-08-19T00:39:40.590404+08:00,2026-08-19T00:40:55.591694+08:00,75.001,6.260934841753e+07,5.001838327902e-02,1.495399999082e+00,-2.340000000000e+09,3.750000000019e+08,3.737000000000e+14
MFM_t_7_mxi_3,0,simulation_ok,0,2026-08-19T00:40:55.624550+08:00,2026-08-19T00:42:40.625979+08:00,105.001,6.248235887764e+07,4.999285164556e-02,1.732000015476e+00,-3.247000000000e+09,1.299000000000e+12,6.860000000028e+10
MFM_t_7_mxi_4,0,simulation_ok,0,2026-08-19T00:42:40.659121+08:00,2026-08-19T00:46:10.660690+08:00,210.002,6.250000000001e+07,1.500000000000e-01,1.495400000000e+00,-7.789239951846e+08,1.388017860403e+07,1.537998402303e+12
MFM_t_7_mxi_5,0,simulation_timeout,1,2026-08-19T00:46:10.695285+08:00,2026-08-19T00:49:41.061217+08:00,210.366,6.250000000003e+07,1.500000000000e-01,1.732000000000e+00,-1.082484120539e+09,4.810405431800e+10,2.822684123276e+08
MFM_t_7_mxi_6,0,simulation_timeout,1,2026-08-19T00:49:56.119536+08:00,2026-08-19T00:53:26.435223+08:00,210.316,5.625000000000e+08,2.000000000000e-02,1.495400000000e+00,-5.257736967496e+10,5.270130313718e+10,3.284768072106e+17
MFM_t_7_mxi_7,0,simulation_ok,0,2026-08-19T00:53:41.504571+08:00,2026-08-19T00:54:56.505885+08:00,75.001,5.625000000001e+08,2.000000000000e-02,1.732000000000e+00,-7.306767813636e+10,1.826450812386e+14,6.028525564065e+13
MFM_t_7_mxi_8,0,simulation_ok,0,2026-08-19T00:54:56.549929+08:00,2026-08-19T00:56:26.551282+08:00,90.001,5.625000000000e+08,1.500000000000e-01,1.495400000000e+00,-7.010315956661e+09,1.249216074363e+08,1.384198562073e+13
MFM_t_7_mxi_9,0,simulation_timeout,1,2026-08-19T00:56:26.580753+08:00,2026-08-19T00:59:56.945975+08:00,210.365,5.625000000000e+08,9.000000000000e-01,1.732000000000e+00,-1.623726180808e+09,2.004335596583e+09,3.266995513051e+05
MFM_t_7_mxi_10,0,simulation_ok,0,2026-08-19T01:00:12.004980+08:00,2026-08-19T01:02:27.006763+08:00,135.002,6.249999999998e+07,8.499999999999e-02,1.613700000000e+00,-1.688511086276e+09,1.480103671518e+11,1.186070441886e+13
MFM_t_7_mxi_11,0,simulation_ok,0,2026-08-19T01:02:27.040945+08:00,2026-08-19T01:03:27.042060+08:00,60.001,5.625000000002e+08,8.500000000001e-02,1.613700000000e+00,-1.519659977649e+10,1.332093304366e+12,1.067463397697e+14
MFM_t_7_mxi_12,0,simulation_ok,0,2026-08-19T01:03:27.070674+08:00,2026-08-19T01:04:27.071624+08:00,60.001,3.130000000000e+08,2.000000000000e-02,1.613700000000e+00,-3.593826996030e+10,5.690143857116e+13,8.236059082399e+16
MFM_t_7_mxi_13,0,simulation_ok,0,2026-08-19T01:04:27.100596+08:00,2026-08-19T01:06:27.101900+08:00,120.001,3.130000000000e+08,1.500000000000e-01,1.613700000000e+00,-4.791769328040e+09,1.348774840205e+11,3.470668518674e+12
MFM_t_7_mxi_14,0,simulation_ok,0,2026-08-19T01:06:27.135209+08:00,2026-08-19T01:07:27.136420+08:00,60.001,3.125000000000e+08,8.500000000000e-02,1.495400000000e+00,-6.872858781040e+09,3.814012032453e+08,1.316095958113e+14
MFM_t_7_mxi_15,0,simulation_ok,0,2026-08-19T01:07:27.160814+08:00,2026-08-19T01:08:42.162090+08:00,75.001,3.125000000000e+08,8.499999999999e-02,1.732000000000e+00,-9.551330475341e+09,1.321808942180e+12,2.415427194275e+10
