folder,design,seed,Ec,Pr,Pc0,rp,transition_order,alpha,beta,gamma,alpha_change_percent,beta_change_percent,gamma_change_percent
MFM_t_8_mxi_956,maximin,20260712,1.712979474342e+08,5.528594721906e-02,3.340288773066e-02,1.655124780374e+00,second_order,-7.471540162225e+09,1.902290472497e+12,1.773761330244e+14,-59.59480075563574,-91.10608855905464,-99.67818475905523
MFM_t_8_mxi_957,maximin,20260712,1.955027872347e+08,6.494562095135e-02,4.311565455255e-02,1.506311840220e+00,second_order,-5.772338105505e+09,1.122803971959e+11,2.978335899654e+14,-68.78388308237243,-99.47504762093263,-99.45963762496179
MFM_t_8_mxi_958,maximin,20260712,5.068842535986e+08,1.275313664418e-01,7.718878187418e-02,1.652200790650e+00,second_order,-9.553676249128e+09,4.515395422231e+11,8.353530846073e+12,-48.334856805853995,-97.88888565722257,-99.98484410785076
MFM_t_8_mxi_959,maximin,20260712,3.178264332526e+08,3.506914625031e-02,2.215631273643e-02,1.582806068297e+00,second_order,-1.995109207942e+10,8.230451768372e+12,6.498373550551e+15,7.893129543395316,-61.51959429687564,-88.20993775057666
MFM_t_8_mxi_960,maximin,20260712,4.882581227185e+08,1.124734603181e-01,7.497483821702e-02,1.500149423364e+00,second_order,-8.207543318175e+09,2.390116322075e+10,4.939829019054e+13,-55.614583355347456,-99.8882532231043,-99.91037620231724
MFM_t_8_mxi_961,maximin,20260712,5.601326117780e+08,1.237458838431e-01,7.734260752558e-02,1.599970414784e+00,second_order,-1.020841322287e+10,3.863773377498e+11,1.830275396805e+13,-44.79411723913801,-98.19354306063246,-99.96679313570688
MFM_t_8_mxi_962,maximin,20260712,5.497631975664e+08,1.056284787156e-01,6.648916077997e-02,1.588657120597e+00,second_order,-1.155491815035e+10,5.516361104512e+11,4.337887238037e+13,-37.512378976735924,-97.42089718425572,-99.92129729051496
MFM_t_8_mxi_963,maximin,20260712,4.913832605840e+08,1.218782573244e-01,7.700832905658e-02,1.582663314702e+00,second_order,-8.873708712358e+09,3.027074906860e+11,1.983769648528e+13,-52.012040252152936,-98.58473053742516,-99.96400827458945
MFM_t_8_mxi_964,maximin,20260712,1.034890954950e+08,1.350561175710e-01,8.541895762359e-02,1.581102384392e+00,second_order,-1.682652666200e+09,4.611006941754e+10,2.529575098927e+12,-90.90041480595814,-99.78441837360562,-99.99541056732905
MFM_t_8_mxi_965,maximin,20260712,5.122052432938e+08,1.390363072313e-01,8.609628285946e-02,1.614893263838e+00,second_order,-8.472650810443e+09,2.795610314168e+11,8.211137531647e+12,-54.1809136147471,-98.69294879425188,-99.98510245342413
MFM_t_8_mxi_966,maximin,20260712,1.227513236654e+08,6.327264630693e-02,4.095883686715e-02,1.544786208460e+00,second_order,-4.017000941263e+09,3.228626649788e+11,1.699862620934e+14,-78.2765373842017,-98.49049764406388,-99.69159227366083
MFM_t_8_mxi_967,maximin,20260712,4.590521670761e+08,1.468871959098e-01,9.547764280277e-02,1.538445981675e+00,second_order,-6.397152253769e+09,8.495171235041e+10,9.804678948840e+12,-65.40496259166244,-99.60281932894851,-99.98221127575336
MFM_t_8_mxi_968,maximin,20260712,1.226409673994e+08,5.049127683164e-02,3.023957648868e-02,1.669708464685e+00,second_order,-5.948937085693e+09,1.923339662128e+12,1.608846065777e+14,-67.82885683264097,-91.00767581337335,-99.70810549566448
MFM_t_8_mxi_969,maximin,20260712,7.805002244946e+07,2.565821753354e-02,1.514114332261e-02,1.694602381527e+00,second_order,-7.637833482017e+09,1.041896424202e+13,1.796352202706e+15,-58.69550628979409,-51.287489153395626,-96.74086075122649
MFM_t_8_mxi_970,maximin,20260712,4.484647206553e+08,2.213267320965e-02,1.292389703975e-02,1.712538651583e+00,second_order,-5.173847647039e+10,1.001387728704e+14,1.118934959065e+16,179.79551805867766,368.18579527721624,-79.69905435905001
MFM_t_8_mxi_971,maximin,20260712,1.211218267980e+08,1.082670323101e-01,6.776527840226e-02,1.597677082759e+00,second_order,-2.515175353993e+09,1.223654220778e+11,7.866396787986e+12,-86.39823127413429,-99.42789640008799,-99.98572791990372
MFM_t_8_mxi_972,maximin,20260712,2.997238448825e+08,4.798091154926e-02,2.843432644317e-02,1.687429158737e+00,second_order,-1.557574743869e+10,5.935856775689e+12,3.604560360720e+14,-15.76821311594876,-72.24767444699658,-99.34602111275845
MFM_t_8_mxi_973,maximin,20260712,1.345347588775e+08,6.778123221599e-02,4.256886274977e-02,1.592272563503e+00,second_order,-4.429109644119e+09,5.282311565381e+11,9.485987684016e+13,-76.04790260640584,-97.53032399913604,-99.82789480410474
MFM_t_8_mxi_974,maximin,20260712,1.537403093779e+08,8.723222182397e-02,5.792633851869e-02,1.505916376811e+00,second_order,-3.376551417691e+09,3.514823889188e+10,5.369401450777e+13,-81.74001212221056,-99.83566898508447,-99.90258242796548
MFM_t_8_mxi_975,maximin,20260712,2.309011077523e+08,1.202077943128e-01,8.005900549611e-02,1.501489976898e+00,second_order,-3.643036682023e+09,1.181566836899e+10,1.662979472764e+13,-80.2988915543978,-99.9447573808476,-99.96982840190569
MFM_t_8_mxi_976,maximin,20260712,2.913476053488e+08,9.554242483870e-02,5.947400488340e-02,1.606456888619e+00,second_order,-6.937077203947e+09,4.600609214114e+11,3.285228420351e+13,-62.48511277284692,-97.84904505824403,-99.94039578168567
MFM_t_8_mxi_977,maximin,20260712,2.036796234912e+08,1.025250454128e-01,6.819167876729e-02,1.503483229423e+00,second_order,-3.785139541976e+09,2.217286240181e+10,3.214858667460e+13,-79.53041621398216,-99.89633366857213,-99.94167250694717
MFM_t_8_mxi_978,maximin,20260712,3.034152631501e+08,1.011268213500e-01,6.714024292095e-02,1.506202792102e+00,second_order,-5.751927130252e+09,4.570677483328e+10,5.052874727910e+13,-68.89426320534075,-99.78630392492856,-99.9083252030417
MFM_t_8_mxi_979,maximin,20260712,2.806946540279e+08,6.142276055046e-02,4.011200459350e-02,1.531281250412e+00,second_order,-9.229125118232e+09,5.990285875813e+11,4.896228292325e+14,-50.089990663681164,-97.19931982756064,-99.11167254537091
MFM_t_8_mxi_980,maximin,20260712,1.418243078296e+08,1.152858251810e-01,7.065441641787e-02,1.631686043504e+00,second_order,-2.888336961450e+09,1.519285944960e+11,4.919904492077e+12,-84.3802177491749,-99.28967763633855,-99.99107376949455
MFM_t_8_mxi_981,maximin,20260712,2.188837267447e+08,1.346080510114e-01,8.387549275602e-02,1.604855561361e+00,second_order,-3.691343631815e+09,1.220481133192e+11,4.507671999767e+12,-80.03765332387853,-99.42937993587773,-99.99182168690922
MFM_t_8_mxi_982,maximin,20260712,4.964090499146e+08,9.425744153779e-02,5.688458584778e-02,1.656994423586e+00,second_order,-1.272567083415e+10,1.123301078531e+12,3.478540322970e+13,-31.18108791388684,-94.7481520522682,-99.93688850506068
MFM_t_8_mxi_983,maximin,20260712,6.499205815102e+07,1.411205811004e-01,8.339447900478e-02,1.692205320838e+00,second_order,-1.153690107989e+09,5.162712971180e+10,3.165213069945e+11,-93.76098131477274,-99.75862407647753,-99.99942573231844
MFM_t_8_mxi_984,maximin,20260712,2.928848127037e+08,1.436627911318e-01,8.975555952750e-02,1.600600474089e+00,second_order,-4.601727278010e+09,1.297915483756e+11,4.514326979222e+12,-75.11440700322092,-99.39317651340569,-99.99180961271536
MFM_t_8_mxi_985,maximin,20260712,1.821839442903e+08,1.121336232719e-01,7.325665138932e-02,1.530695454205e+00,second_order,-3.277483516210e+09,6.291758231244e+10,1.572609034660e+13,-82.27575953320606,-99.70583703527112,-99.9714680015416
MFM_t_8_mxi_986,maximin,20260712,4.276969478498e+08,1.406321967426e-01,9.298915373442e-02,1.512350538690e+00,second_order,-5.909805705364e+09,3.712747004339e+10,1.323167960334e+13,-68.04047467642826,-99.82641534751588,-99.97599363518052
MFM_t_8_mxi_987,maximin,20260712,4.100501446489e+08,1.173813037818e-01,7.226790523972e-02,1.624252195943e+00,second_order,-8.128566247041e+09,3.967452377043e+11,1.402241043122e+13,-56.04168194889303,-98.145069294214,-99.97455900455937
MFM_t_8_mxi_988,maximin,20260712,4.881834037085e+08,9.814298549465e-02,6.009098636005e-02,1.633239715964e+00,second_order,-1.170030856988e+10,8.558581886732e+11,3.725782743741e+13,-36.72612490571694,-95.99854646484366,-99.93240276180674
MFM_t_8_mxi_989,maximin,20260712,5.568780505929e+08,4.427096953221e-02,2.662296219354e-02,1.662886691961e+00,second_order,-3.058767454359e+10,1.253181716053e+13,1.568833534721e+15,65.41450056094934,-41.40912040968604,-97.15365008036893
MFM_t_8_mxi_990,maximin,20260712,7.182444646136e+07,3.679972297918e-02,2.315760658967e-02,1.589098719537e+00,second_order,-4.335837408805e+09,1.711441532807e+12,1.100473245538e+15,-76.5523077451058,-91.9983779295487,-98.00340070206985
MFM_t_8_mxi_991,maximin,20260712,5.615763586317e+08,4.632875813350e-02,3.086132133017e-02,1.501191657929e+00,second_order,-2.297351987970e+10,4.778509650848e+11,4.764200096825e+15,24.238059078733798,-97.7658700251724,-91.35626549115312
MFM_t_8_mxi_992,maximin,20260712,5.546686182143e+08,7.352189347852e-02,4.776757152591e-02,1.539159122599e+00,second_order,-1.546304229358e+10,8.311747377366e+11,3.754446826924e+14,-16.377709116125306,-96.11395072610712,-99.31882706561504
MFM_t_8_mxi_993,maximin,20260712,3.560666242094e+08,1.453492143905e-01,9.362298326262e-02,1.552495010576e+00,second_order,-5.140888697410e+09,8.827864711608e+10,7.339679975459e+12,-72.19868626790687,-99.58726467859229,-99.98668354733252
MFM_t_8_mxi_994,maximin,20260712,3.688254718224e+08,6.287991548270e-02,3.919434016128e-02,1.604311112879e+00,second_order,-1.330567774150e+10,2.008809780861e+12,3.430569826778e+14,-28.044479644942555,-90.60807140077249,-99.37758838432308
MFM_t_8_mxi_995,maximin,20260712,3.381803705184e+08,1.034735106308e-01,6.235328823410e-02,1.659471594221e+00,second_order,-7.918414227037e+09,5.858602903422e+11,1.435640302013e+13,-57.17815904136692,-97.26088648689361,-99.97395303856135
MFM_t_8_mxi_996,maximin,20260712,1.360344582845e+08,1.391214782673e-01,9.043331636753e-02,1.538387442322e+00,second_order,-2.001319773580e+09,2.959221714683e+10,3.813505801226e+12,-89.17710104644543,-99.86164544140324,-99.99308111938545
MFM_t_8_mxi_997,maximin,20260712,9.030174566186e+07,5.681417713618e-02,3.787674169636e-02,1.499975303885e+00,second_order,-3.003835177444e+09,3.306259679137e+10,2.780601216476e+14,-83.75561715434702,-99.84542013319125,-99.49551282058424
MFM_t_8_mxi_998,maximin,20260712,2.509959180815e+08,1.472397942026e-01,9.715837146941e-02,1.515461735060e+00,second_order,-3.334653168236e+09,2.234000181485e+10,6.064494617589e+12,-81.96659286466289,-99.89555223000669,-99.98899712851278
MFM_t_8_mxi_999,maximin,20260712,2.657583854446e+08,8.498144688775e-02,5.272345624859e-02,1.611833763080e+00,second_order,-7.164169192285e+09,6.212088097197e+11,5.134486324550e+13,-61.25702634938276,-97.0956190866425,-99.90684451591719
MFM_t_8_mxi_1000,maximin,20260712,1.839731459883e+08,4.656895451794e-02,2.789332678099e-02,1.669537480545e+00,second_order,-9.673884507030e+09,3.674341581686e+12,3.626230388440e+14,-47.684784865411956,-82.82109430511805,-99.3420894985818
MFM_t_8_mxi_1001,maximin,20260712,5.127353346828e+08,2.218339118296e-02,1.325820442631e-02,1.673182164769e+00,second_order,-5.681260941597e+10,9.638508605196e+13,3.873898499273e+16,207.2358246363108,350.63592125801495,-29.71548326811151
MFM_t_8_mxi_1002,maximin,20260712,3.454006460461e+08,7.663201045000e-02,4.683698984500e-02,1.636142943934e+00,second_order,-1.063823714935e+10,1.294685747206e+12,8.801409209329e+13,-42.46968064208605,-93.94686534681023,-99.84031517786195
MFM_t_8_mxi_1003,maximin,20260712,2.543338369847e+08,1.202768990488e-01,6.992497038760e-02,1.720085090950e+00,second_order,-5.436277619750e+09,3.639343342261e+11,8.190429397416e+11,-70.60125816037039,-98.2984724017055,-99.99851400243932
MFM_t_8_mxi_1004,maximin,20260712,5.222535903380e+08,1.113798370200e-01,6.579212411566e-02,1.692905321375e+00,second_order,-1.175406666082e+10,8.462998027017e+11,8.156965791784e+12,-36.4354075531677,-96.04323545402696,-99.98520073773793
MFM_t_8_mxi_1005,maximin,20260712,1.807751883084e+08,1.060329978286e-01,6.430494496673e-02,1.648908927353e+00,second_order,-4.083098167628e+09,2.752401098369e+11,7.820693409134e+12,-77.91909145701788,-98.7131507005488,-99.98581083998788
MFM_t_8_mxi_1006,maximin,20260712,4.300199009352e+08,2.842173041510e-02,1.730598640848e-02,1.642306294726e+00,second_order,-3.596586268134e+10,3.276029976791e+13,1.456213450732e+16,94.49910140109952,53.16651643224475,-73.57977792593641
MFM_t_8_mxi_1007,maximin,20260712,1.004481497650e+08,8.270612592492e-02,5.527065714239e-02,1.496383980235e+00,second_order,-2.275834221811e+09,2.684924456996e+09,4.824707513733e+13,-87.6925596084821,-99.9874469852573,-99.91246486296967
MFM_t_8_mxi_1008,maximin,20260712,5.609757477169e+08,1.454115073854e-01,8.534842091118e-02,1.703739868096e+00,second_order,-9.770861741358e+09,4.269140215778e+11,1.664038983039e+12,-47.160343533355544,-98.00401907295114,-99.99698091791078
MFM_t_8_mxi_1009,maximin,20260712,3.151260992451e+08,1.486570720468e-01,9.794894927483e-02,1.517699507217e+00,second_order,-4.166292671301e+09,3.017140620164e+10,7.165859589130e+12,-77.46918549064983,-99.85893751838333,-99.9869989113477
MFM_t_8_mxi_1010,maximin,20260712,4.687485474646e+08,1.438581072304e-01,8.459373587752e-02,1.700576357553e+00,second_order,-8.228135566166e+09,3.637928369200e+11,1.632976079391e+12,-55.50322293100385,-98.29913395393834,-99.99703727563858
MFM_t_8_mxi_1011,maximin,20260712,3.550907520748e+08,2.262714419455e-02,1.371189555176e-02,1.650183529267e+00,second_order,-3.763727942423e+10,5.602281760440e+13,3.415954697488e+16,103.53792406021851,161.9273899804248,-38.02400214253807
MFM_t_8_mxi_1012,maximin,20260712,2.258638395375e+08,1.309666878955e-01,8.270928348977e-02,1.583458136374e+00,second_order,-3.800158597557e+09,1.130385565958e+11,6.326605492960e+12,-79.4491949503556,-99.47150294536476,-99.98852157820579
MFM_t_8_mxi_1013,maximin,20260712,2.884109265982e+08,1.295711192881e-01,8.010010338850e-02,1.617614881964e+00,second_order,-5.136909289111e+09,1.982910630319e+11,6.414062330027e+12,-72.22020643399105,-99.07291595072665,-99.98836290441686
MFM_t_8_mxi_1014,maximin,20260712,1.878555794937e+08,8.040670008611e-02,5.236992780821e-02,1.535360147537e+00,second_order,-4.754987780902e+09,1.977145085262e+11,8.317643998730e+13,-74.2855924588046,-99.07561155625521,-99.84909217706443
MFM_t_8_mxi_1015,maximin,20260712,4.357083350762e+08,1.385145113388e-01,8.513809827489e-02,1.626939221635e+00,second_order,-7.343417384312e+09,2.611121382550e+11,6.339492900533e+12,-60.28767347757993,-98.7792041923295,-99.98849819645706
MFM_t_8_mxi_1016,maximin,20260712,2.497406201478e+08,9.001137745652e-02,5.453934440703e-02,1.650393462466e+00,second_order,-6.655821517662e+09,6.266231163591e+11,2.405262565067e+13,-64.00611002324136,-97.07030520085002,-99.9563610876664
MFM_t_8_mxi_1017,maximin,20260712,2.324673533220e+08,8.024885974528e-02,4.888414826891e-02,1.641613132008e+00,second_order,-6.880672732905e+09,7.836502168880e+11,4.422399829619e+13,-62.790141433771126,-96.336145436017,-99.91976397035744
MFM_t_8_mxi_1018,maximin,20260712,2.053105680385e+08,1.195903223974e-01,7.584931665544e-02,1.576682924392e+00,second_order,-3.745126468569e+09,1.257055483072e+11,9.520283279448e+12,-79.74680214891472,-99.41228007476052,-99.98272725757859
MFM_t_8_mxi_1019,maximin,20260712,4.631117880756e+08,2.855542065311e-02,1.771970174684e-02,1.611506844815e+00,second_order,-3.713789352295e+10,2.846366822507e+13,2.094802578616e+16,100.83730458914064,33.07817504123163,-61.99379335458326
MFM_t_8_mxi_1020,maximin,20260712,3.405954215963e+08,2.171082051743e-02,1.358541875382e-02,1.598097262282e+00,second_order,-3.529020118875e+10,4.282399650683e+13,6.798404157083e+16,90.84520452882285,100.21802032113168,23.34410692957276
MFM_t_8_mxi_1021,maximin,20260712,4.110331880311e+08,4.080025425763e-02,2.634159144975e-02,1.548891012734e+00,second_order,-2.101064897603e+10,4.339937393742e+12,4.974973264760e+15,13.623087033916015,-79.70918774117477,-90.97385768539516
MFM_t_8_mxi_1022,maximin,20260712,1.778889938729e+08,8.258899397831e-02,4.784983532572e-02,1.726003724279e+00,second_order,-5.566552700442e+09,8.031849177917e+11,1.893058552233e+12,-69.89674604136327,-96.24481348520573,-99.996565405482
MFM_t_8_mxi_1023,maximin,20260712,2.169521267162e+08,1.199898202857e-01,7.227355536291e-02,1.660217484572e+00,second_order,-4.384161810455e+09,2.419420549692e+11,4.345548869015e+12,-76.2909751370172,-98.86883142093865,-99.99211582848
MFM_t_8_mxi_1024,maximin,20260712,2.519471317435e+08,8.470602203909e-02,5.327018525328e-02,1.590120658232e+00,second_order,-6.617136289329e+09,4.969674535489e+11,5.926980018103e+13,-64.2153151301765,-97.67649337217452,-99.89246622586263
MFM_t_8_mxi_1025,maximin,20260712,1.615497246692e+08,1.005833124079e-01,6.696832856320e-02,1.501953454206e+00,second_order,-3.049414967489e+09,1.516343334409e+10,2.829409407132e+13,-83.50912707890103,-99.92910534155912,-99.94866575031477
MFM_t_8_mxi_1026,maximin,20260712,5.247367416538e+08,1.087917274893e-01,6.740566541408e-02,1.613984919829e+00,second_order,-1.108017132960e+10,5.939111858672e+11,2.891764508395e+13,-40.07975323512709,-97.22324557302957,-99.9475344356562
MFM_t_8_mxi_1027,maximin,20260712,4.038444497413e+08,8.734352726693e-02,5.081564919812e-02,1.718831278262e+00,second_order,-1.187341002173e+10,1.502075911164e+12,7.117449524960e+12,-35.79001287263846,-92.97723963578807,-99.98708674219732
MFM_t_8_mxi_1028,maximin,20260712,4.496487186064e+08,5.716192089051e-02,3.706028414853e-02,1.542403740388e+00,second_order,-1.621834599305e+10,1.532214292711e+12,1.050147610774e+15,-12.293116675414584,-92.83633155664461,-98.09470699001925
MFM_t_8_mxi_1029,maximin,20260712,5.173526170398e+08,4.634697800230e-02,2.946341918192e-02,1.573034606613e+00,second_order,-2.421624109484e+10,5.223639769145e+12,2.816514794128e+15,30.958547386726387,-75.57755233605673,-94.88996985309113
MFM_t_8_mxi_1030,maximin,20260712,2.213582497242e+08,7.911881953579e-02,4.670863261802e-02,1.693880019628e+00,second_order,-7.020008379370e+09,1.004811453460e+12,1.863221130224e+13,-62.03663085428921,-95.30213486787311,-99.96619539806554
MFM_t_8_mxi_1031,maximin,20260712,4.509202171653e+08,1.262157743824e-01,7.325468310526e-02,1.722972089047e+00,second_order,-9.208360409774e+09,5.642556648034e+11,8.650451609038e+11,-50.202283733688134,-97.36189610084844,-99.99843054016266
MFM_t_8_mxi_1032,maximin,20260712,6.658176262442e+07,4.930463870165e-02,3.017877253223e-02,1.633752288931e+00,second_order,-3.178367582336e+09,9.235413326242e+11,1.579298340419e+14,-82.81176669766162,-95.68210273711222,-99.71346636817498
MFM_t_8_mxi_1033,maximin,20260712,2.131596454700e+08,1.369980322563e-01,8.813450847871e-02,1.554419881849e+00,second_order,-3.275880117608e+09,6.505542658996e+10,5.833527351425e+12,-82.28443052186103,-99.69584182268203,-99.98941617466708
MFM_t_8_mxi_1034,maximin,20260712,2.453626477643e+08,1.496765872904e-01,9.210081718548e-02,1.625138536925e+00,second_order,-3.818573119874e+09,1.151753000052e+11,2.467217440962e+12,-79.3496114070629,-99.46151287974125,-99.99552370343355
MFM_t_8_mxi_1035,maximin,20260712,4.352172470896e+08,1.483408423874e-01,9.542128363740e-02,1.554588627743e+00,second_order,-6.178830633315e+09,1.049003632781e+11,7.993258061559e+12,-66.58561991026934,-99.50955200869309,-99.98549775426291
MFM_t_8_mxi_1036,maximin,20260712,5.129689917449e+08,7.171271791898e-02,4.468886122184e-02,1.604711240302e+00,second_order,-1.623505659937e+10,1.889455756596e+12,2.464552273084e+14,-12.20274770687615,-91.16609560227099,-99.55285388735226
MFM_t_8_mxi_1037,maximin,20260712,2.097446944631e+08,1.039521905337e-01,6.723918064464e-02,1.546006205565e+00,second_order,-4.186854437979e+09,1.272373447135e+11,2.408066237403e+13,-77.35798990561622,-99.40511836009067,-99.9563102203669
MFM_t_8_mxi_1038,maximin,20260712,1.716244215669e+08,1.112907444423e-01,6.676239842020e-02,1.666967440892e+00,second_order,-3.766146226800e+09,2.480482790862e+11,4.523433933848e+12,-79.63312980011494,-98.84028256506183,-99.99179308987914
MFM_t_8_mxi_1039,maximin,20260712,2.456758809539e+08,3.255989094252e-02,1.937662061510e-02,1.680369946302e+00,second_order,-1.868230111509e+10,1.509412215324e+13,2.384816351742e+15,1.0316591370131523,-29.42939700816918,-95.67320453006324
MFM_t_8_mxi_1040,maximin,20260712,1.686182436725e+08,7.138788195415e-02,4.577656805010e-02,1.559485234368e+00,second_order,-5.015104014922e+09,3.920049486117e+11,1.161792783988e+14,-72.87891484828877,-98.16723189871819,-99.78921480678827
MFM_t_8_mxi_1041,maximin,20260712,2.331565029771e+08,2.317309691783e-02,1.410680333155e-02,1.642689443753e+00,second_order,-2.392797927956e+10,3.284436045334e+13,2.181574382958e+16,29.39966182524372,53.55953122293453,-60.41948408053388
